"","res_name"
"419","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"420","EDO_BME_ETA"
"421","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"422","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"423","NAG_NDG_A2G_NGA_MAG"
"424","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"425","CD"
"426","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"427","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"428","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"429","FE2"
"430","CA"
"431","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"432","NAG_NDG_A2G_NGA_MAG"
"433","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"434","MG"
"435","NDP_NAI"
"436","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"437","MG"
"438","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"439","HEM"
"440","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"441","NDP_NAI"
"442","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"443","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"444","FAD_FDA"
"445","HEM"
"446","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"447","CA"
"448","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"449","FES"
"450","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"451","CL"
"452","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"453","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"454","FME"
"455","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"456","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"457","NAG_NDG_A2G_NGA_MAG"
"458","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"459","CA"
"460","FAD_FDA"
"461","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"462","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"463","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"464","ZN"
"465","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"466","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"467","FAD_FDA"
"468","NAG_NDG_A2G_NGA_MAG"
"469","NAG_NDG_A2G_NGA_MAG"
"470","PLP_PMP_PLR"
"471","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"472","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"473","CA"
"474","CA"
"475","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"476","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"477","NAG_NDG_A2G_NGA_MAG"
"478","NAG_NDG_A2G_NGA_MAG"
"479","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"480","DHE"
"481","CL"
"482","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"483","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"484","NAG_NDG_A2G_NGA_MAG"
"485","MG"
"486","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"487","MG"
"488","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"489","CA"
"490","HEM"
"491","BCL_BPH_BPB_PHO"
"492","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"493","MG"
"494","NAG_NDG_A2G_NGA_MAG"
"495","NAG_NDG_A2G_NGA_MAG"
"496","HEM"
"497","BOG_BNG_BHG_HTG"
"498","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"499","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"500","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"501","NAG_NDG_A2G_NGA_MAG"
"502","PLP_PMP_PLR"
"503","NAG_NDG_A2G_NGA_MAG"
"504","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"505","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"506","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"507","NAG_NDG_A2G_NGA_MAG"
"508","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"509","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"510","NAG_NDG_A2G_NGA_MAG"
"511","NAG_NDG_A2G_NGA_MAG"
"512","HEM"
"513","FAD_FDA"
"514","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"515","MG"
"516","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"517","ZN"
"518","TTP_DCP_CTP_TYD_DUP_UTP_CDP_0KX_D3T_DUD"
"519","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"520","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"521","HEM"
"522","NAG_NDG_A2G_NGA_MAG"
"523","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"524","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"525","FAD_FDA"
"526","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"527","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"528","NAG_NDG_A2G_NGA_MAG"
"529","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"530","CL"
"531","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"532","ZN"
"533","HEM"
"534","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"535","ZN"
"536","CA"
"537","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"538","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"539","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"540","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"541","MG"
"542","FES"
"543","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"544","NAG_NDG_A2G_NGA_MAG"
"545","MN"
"546","PLP_PMP_PLR"
"547","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"548","NAG_NDG_A2G_NGA_MAG"
"549","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"550","NAG_NDG_A2G_NGA_MAG"
"551","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"552","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"553","CIT_FLC_NCD"
"554","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"555","ZN"
"556","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"557","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"558","NAG_NDG_A2G_NGA_MAG"
"559","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"560","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"561","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"562","ZN"
"563","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"564","HEM"
"565","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"566","DHE"
"567","FAD_FDA"
"568","FAD_FDA"
"569","MG"
"570","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"571","EDO_BME_ETA"
"572","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"573","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"574","ZN"
"575","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"576","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"577","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"578","CA"
"579","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"580","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"581","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"582","NAD_NAP"
"583","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"584","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"585","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"586","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"587","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"588","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"589","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"590","CL"
"591","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"592","HEM"
"593","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"594","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"595","MG"
"596","ZN"
"597","HEM"
"598","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"599","CIT_FLC_NCD"
"600","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"601","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"602","MG"
"603","CL"
"604","MG"
"605","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"606","DHE"
"607","HEC_COH"
"608","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"609","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"610","HEM"
"611","CA"
"612","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"613","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"614","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"615","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"616","AMP_5GP_CMP_IMP_PCG_XMP"
"617","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"618","HEM"
"619","ZN"
"620","CA"
"621","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"622","U5P_C5P_TMP_UMP_UP6_2YR"
"623","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"624","NAG_NDG_A2G_NGA_MAG"
"625","MG"
"626","HEM"
"627","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"628","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"629","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"630","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"631","ZN"
"632","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"633","NAG_NDG_A2G_NGA_MAG"
"634","EDO_BME_ETA"
"635","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"636","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"637","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"638","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"639","NAG_NDG_A2G_NGA_MAG"
"640","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"641","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"642","PGE_SPD_F09_D10"
"643","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"644","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"645","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"646","FAD_FDA"
"647","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"648","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"649","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"650","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"651","NAG_NDG_A2G_NGA_MAG"
"652","BCL_BPH_BPB_PHO"
"653","ZN"
"654","TLA_TAR_MLT_SRT_OAA_LMR"
"655","NAD_NAP"
"656","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"657","AMP_5GP_CMP_IMP_PCG_XMP"
"658","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"659","CA"
"660","NAG_NDG_A2G_NGA_MAG"
"661","HEM"
"662","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"663","HEM"
"664","NAG_NDG_A2G_NGA_MAG"
"665","EDO_BME_ETA"
"666","MG"
"667","FAD_FDA"
"668","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"669","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"670","NAG_NDG_A2G_NGA_MAG"
"671","BCL_BPH_BPB_PHO"
"672","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"673","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"674","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"675","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"676","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"677","NAG_NDG_A2G_NGA_MAG"
"678","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"679","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"680","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"681","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"682","NAD_NAP"
"683","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"684","CA"
"685","ZN"
"686","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"687","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"688","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"689","ZN"
"690","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"691","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"692","CA"
"693","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"694","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"695","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"696","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"697","MG"
"698","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"699","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"700","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"701","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"702","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"703","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"704","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"705","NAD_NAP"
"706","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"707","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"708","EDO_BME_ETA"
"709","AMP_5GP_CMP_IMP_PCG_XMP"
"710","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"711","EDO_BME_ETA"
"712","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"713","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"714","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"715","MG"
"716","NAG_NDG_A2G_NGA_MAG"
"717","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"718","SEP"
"719","MG"
"720","CSD"
"721","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"722","FAD_FDA"
"723","MG"
"724","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"725","NAG_NDG_A2G_NGA_MAG"
"726","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"727","NAG_NDG_A2G_NGA_MAG"
"728","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"729","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"730","F6P"
"731","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"732","CA"
"733","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"734","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"735","NAG_NDG_A2G_NGA_MAG"
"736","SF4_F3S"
"737","EPE"
"738","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"739","HEM"
"740","CL"
"741","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"742","CL"
"743","CA"
"744","MN"
"745","NAG_NDG_A2G_NGA_MAG"
"746","CIT_FLC_NCD"
"747","MG"
"748","ZN"
"749","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"750","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"751","HEM"
"752","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"753","CIT_FLC_NCD"
"754","NAG_NDG_A2G_NGA_MAG"
"755","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"756","NAG_NDG_A2G_NGA_MAG"
"757","CA"
"758","NAG_NDG_A2G_NGA_MAG"
"759","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"760","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"761","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"762","ZN"
"763","NAG_NDG_A2G_NGA_MAG"
"764","NAG_NDG_A2G_NGA_MAG"
"765","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"766","NAG_NDG_A2G_NGA_MAG"
"767","MG"
"768","NAG_NDG_A2G_NGA_MAG"
"769","FMN_RBF"
"770","SAH"
"771","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"772","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"773","CIT_FLC_NCD"
"774","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"775","MG"
"776","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"777","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"778","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"779","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"780","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"781","FAD_FDA"
"782","DHE"
"783","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"784","NAG_NDG_A2G_NGA_MAG"
"785","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"786","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"787","NDP_NAI"
"788","HEM"
"789","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"790","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"791","MG"
"792","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"793","CA"
"794","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"795","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"796","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"797","SF4_F3S"
"798","SF4_F3S"
"799","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"800","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"801","CA"
"802","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"803","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"804","PLP_PMP_PLR"
"805","BCL_BPH_BPB_PHO"
"806","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"807","NAG_NDG_A2G_NGA_MAG"
"808","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"809","MN"
"810","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"811","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"812","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"813","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"814","FAD_FDA"
"815","FMN_RBF"
"816","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"817","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"818","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"819","MG"
"820","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"821","CA"
"822","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"823","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"824","MLI_MLA_IVA_ASJ"
"825","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"826","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"827","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"828","MG"
"829","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"830","NAG_NDG_A2G_NGA_MAG"
"831","NAG_NDG_A2G_NGA_MAG"
"832","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"833","HEM"
"834","H4B_HBI"
"835","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"836","HEM"
"837","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"838","MG"
"839","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"840","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"841","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"842","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
